date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2021-12-16,502320,1476711.6,723270.8,44.800000000000004,944540.8,recession,168560.0,123.2,119330.40000000001,174036.8,1960,251442.8,19880,0,153417.59999999998,720714.4,Salary,383600.0,Transportation,Positive,20384.0,Medium,753440.8,0
2022-01-15,497280,1197557.2,779858.8,86.8,946747.2,inflation,204680.0,61.6,134590.4,79032.8,1960,656468.4,8120,0,135150.4,588638.4,Freelance,242746.0,Education,Positive,13132.0,High,417698.39999999997,0
2022-02-14,328440,1338789.2000000002,918349.6000000001,81.19999999999999,700932.4,recession,193480.0,100.8,207785.2,0.0,1960,0.0,17360,0,33544.0,663068.0,Salary,428559.6,Utilities,Positive,6216.0,High,420439.6,0
2022-03-16,414960,1248153.2,986235.6,84.0,808626.0,normal,176960.0,36.4,109382.0,0.0,840,323304.80000000005,9800,0,131566.4,653245.6,Salary,449985.19999999995,Entertainment,Neutral,14420.0,Medium,261917.59999999998,0
2022-04-15,535640,1059164.4,627614.4,44.800000000000004,1009680.0,normal,192920.0,140.0,157931.19999999998,78078.0,2520,221474.4,7000,0,72937.2,585984.0,Salary,330867.60000000003,Rent,Negative,1176.0,Low,431550.0,0
2022-05-15,428120,1101377.2,1163240.4000000001,103.6,856416.4,normal,177800.0,36.4,246495.2,154761.6,840,58822.4,14560,0,167580.0,911713.6,Salary,339749.2,Transportation,Negative,27440.0,Low,0.0,0
2022-06-14,486360,1133241.2,660791.6,19.6,865874.7999999999,normal,167720.0,112.0,168677.59999999998,95874.8,840,240066.4,5880,0,185385.2,554173.2000000001,Salary,271496.4,Rent,Neutral,21812.0,Low,472449.6,0
2022-07-14,337400,1141333.2,872914.0,89.60000000000001,678165.6,normal,203840.0,165.2,100480.8,44822.4,1400,132109.6,19600,0,135038.4,831661.6,Salary,145367.59999999998,Education,Negative,1176.0,High,268419.2,0
2022-08-13,491680,1163472.8,884024.4,47.6,635723.2000000001,normal,201600.0,75.60000000000001,208054.0,68608.4,560,377434.4,7560,0,195381.19999999998,778100.3999999999,Salary,391118.0,Insurance,Positive,3332.0,Low,279448.39999999997,0
2022-09-12,547960,532271.6,1001800.8,112.0,966271.6,recession,208320.0,86.8,153669.6,66438.4,2520,391459.6,9800,0,201574.8,831549.6000000001,Salary,397244.4,Education,Positive,1456.0,Low,0.0,0
2022-10-12,555240,672613.2000000001,812537.6,16.8,817563.6,normal,197400.0,50.4,192250.80000000002,129222.8,1680,439356.4,15120,0,196744.8,730912.0,Salary,493486.0,Insurance,Positive,11172.0,Low,0.0,0
2022-11-11,337680,1054006.8,817059.6000000001,61.6,792682.8,normal,185360.0,123.2,187961.19999999998,0.0,1120,221085.2,26880,0,173356.4,637053.2000000001,Salary,315792.39999999997,Groceries,Positive,18480.0,Low,236947.2,0
2022-12-11,555240,993893.6,783202.0,19.6,645355.2000000001,normal,193200.0,44.800000000000004,179141.19999999998,87878.0,1960,199707.2,26320,0,202291.6,706417.6,Salary,253906.8,Insurance,Positive,20048.0,High,210691.6,0
2023-01-10,555520,1322302.8,861002.8,95.2,818280.3999999999,normal,183400.0,92.4,177198.0,36663.2,840,185491.6,22960,0,206883.6,546327.6,Salary,262178.0,Healthcare,Positive,9072.0,High,461300.0,0
2023-02-09,383040,950196.7999999999,954699.2,112.0,852244.4,normal,171920.0,53.2,116312.0,69932.8,1120,354088.0,26880,0,175338.80000000002,853630.3999999999,Mixed,257602.8,Education,Neutral,11508.0,Low,0.0,0
2023-03-11,404040,1194186.0,509222.0,25.2,830149.6000000001,normal,157080.0,75.60000000000001,43086.4,8503.6,2240,400304.80000000005,9800,0,130648.0,891786.0,Salary,415884.0,Entertainment,Negative,7784.0,Medium,684964.0,0
2023-04-10,421680,887672.8,619978.8,100.8,623971.6,recession,185080.0,78.4,85909.59999999999,130510.8,560,303690.8,11200,0,259207.2,596128.4,Salary,287616.0,Utilities,Negative,18956.0,Medium,267694.0,0
2023-05-10,543760,1280546.4000000001,1055275.2,75.60000000000001,611041.2,normal,209720.0,154.0,40992.0,130093.6,1400,445536.0,24080,0,82266.8,540668.8,Salary,192264.8,Education,Neutral,15204.0,Medium,225271.19999999998,0
2023-06-09,378840,784257.6,465897.60000000003,67.2,663384.4,normal,183960.0,47.6,35204.4,155008.0,1120,397770.8,22960,0,136617.6,630996.7999999999,Freelance,500592.39999999997,Education,Positive,6440.0,Low,318360.0,0
2023-07-09,413560,1561994.0,728198.8,16.8,543869.2000000001,recession,196000.0,126.0,73522.4,227673.6,840,386372.0,20720,0,132661.2,722559.6000000001,Freelance,294414.4,Healthcare,Negative,15064.0,Medium,833795.2000000001,280
2023-08-08,463960,1141957.6,713045.2000000001,92.4,809796.4,recession,176400.0,103.6,165138.4,193278.4,2240,385417.2,6160,0,219587.2,324335.19999999995,Salary,439947.2,Groceries,Positive,1764.0,Low,428912.39999999997,0
2023-09-07,357000,1152488.4,817574.7999999999,39.2,755294.4,normal,192640.0,148.4,136007.2,108320.8,2520,251199.19999999998,21280,0,63952.0,768706.4,Salary,256676.0,Healthcare,Positive,17948.0,Low,334913.6,0
2023-10-07,534240,1195065.2,709797.2,36.4,509829.6,recession,210000.0,140.0,131622.4,139770.4,840,259862.40000000002,22400,0,120632.4,715764.0,Freelance,301512.39999999997,Utilities,Positive,21280.0,Low,485268.0,0
2023-11-06,443800,1530695.6,985082.0,42.0,861187.6,normal,189000.0,92.4,84002.8,117465.59999999999,2240,244344.8,8120,0,155456.0,563057.6,Salary,352100.0,Education,Positive,24528.0,Low,545613.6,0
2019-01-01,329560,1006289.2,952509.6000000001,70.0,603545.6,normal,173320.0,36.4,203170.80000000002,195661.19999999998,1960,520847.60000000003,26880,0,97610.8,901745.6,Salary,241491.6,Insurance,Positive,19124.0,High,53779.6,0
2019-01-31,532000,1460569.5999999999,840879.2,70.0,920368.4,normal,194600.0,70.0,90330.8,58111.2,1120,120360.8,7000,0,42753.2,405014.4,Mixed,303542.39999999997,Entertainment,Negative,21644.0,Low,619690.3999999999,0
2019-03-02,339640,1119280.4,628196.7999999999,44.800000000000004,632223.2000000001,normal,191240.0,126.0,111812.4,197467.2,560,130681.6,8960,0,217492.8,607759.6000000001,Salary,732093.6,Education,Neutral,10388.0,Medium,491083.6,0
2019-04-01,519400,1354833.2,1229877.6,72.8,916896.4,recession,180600.0,140.0,202465.2,257328.4,1960,343498.39999999997,24360,0,131762.4,540901.2,Salary,262239.60000000003,Groceries,Positive,6664.0,Low,124955.59999999999,0
2019-05-01,306320,1011721.2,299376.0,70.0,942429.6000000001,recession,181720.0,134.4,144617.2,130222.4,2240,170646.0,26040,0,63523.6,899407.6,Freelance,136071.6,Groceries,Neutral,27832.0,High,712345.2000000001,0
2019-05-31,532000,1135593.2,1315840.4000000001,44.800000000000004,533663.2000000001,normal,213920.0,114.8,73480.40000000001,135276.4,1680,99206.8,6720,0,95984.0,366214.80000000005,Mixed,240836.4,Transportation,Neutral,10640.0,Low,0.0,0
2019-06-30,415240,1269422.0,949449.2,44.800000000000004,590578.8,normal,184240.0,75.60000000000001,159191.19999999998,34165.6,1960,373032.8,23520,0,243726.0,941446.7999999999,Mixed,591981.6,Investments,Neutral,7224.0,High,319972.8,0
2019-07-30,423360,1549184.0,227054.8,89.60000000000001,764881.6,inflation,193480.0,39.2,116729.2,64033.2,2520,457934.4,16520,0,152625.2,598169.6000000001,Mixed,437511.2,Investments,Positive,12656.0,Medium,1322129.2000000002,280
2019-08-29,408240,1482667.2,487214.0,30.8,873311.6,normal,203280.0,44.800000000000004,147204.4,99890.0,2240,280862.4,6720,0,227178.0,362208.0,Freelance,280207.2,Transportation,Positive,20244.0,Low,995453.2000000001,280
2019-09-28,290640,1037556.7999999999,832286.0,50.4,804876.7999999999,normal,193760.0,30.8,192119.19999999998,0.0,1120,397773.6,21560,0,13288.800000000001,294691.60000000003,Salary,377174.0,Groceries,Negative,27272.0,Medium,205270.80000000002,0
2019-10-28,446600,1266101.2,876940.3999999999,103.6,847016.7999999999,normal,180600.0,114.8,78660.40000000001,84935.2,280,283917.2,25200,0,52399.2,484694.0,Salary,103202.4,Entertainment,Negative,17416.0,High,389160.8,0
2019-11-27,337400,1016262.8,938736.4,16.8,744424.7999999999,normal,203560.0,109.2,1324.4,138714.80000000002,1960,362471.2,6440,0,149013.2,623585.2000000001,Salary,410376.4,Education,Neutral,20664.0,Low,77526.4,0
2019-12-27,423080,724127.6,709528.4,25.2,674643.2000000001,inflation,171640.0,156.8,169156.4,274366.4,1960,51962.4,9520,0,190120.0,581865.2000000001,Salary,470904.0,Healthcare,Positive,14084.0,Medium,14599.2,0
2020-01-26,303520,1029574.0,637291.2,47.6,860742.4,normal,210840.0,159.6,102712.4,168305.2,2520,233545.2,10080,0,40947.200000000004,760435.2000000001,Salary,403558.39999999997,Groceries,Positive,20860.0,Medium,392282.8,0
2020-02-25,503720,919917.6,753684.4,58.8,830670.3999999999,recession,199920.0,131.6,197862.0,113747.2,1960,54625.200000000004,21280,0,164172.40000000002,381326.4,Salary,313983.6,Entertainment,Positive,9464.0,High,166233.2,0
2020-03-26,522480,1068155.2,565770.7999999999,39.2,772066.4,recession,187600.0,50.4,102986.8,186611.6,2240,524420.4,10360,0,150620.4,689553.2000000001,Freelance,130264.40000000001,Healthcare,Positive,27132.0,Low,502384.4,0
2020-04-25,545720,639002.0,506357.60000000003,22.400000000000002,570287.2,normal,171360.0,120.39999999999999,160652.8,137124.4,1400,136346.0,26040,0,122665.2,697410.0,Salary,259980.0,Investments,Positive,15596.0,Low,132644.4,0
2020-05-25,484400,1121013.5999999999,1191246.0,47.6,716844.7999999999,normal,175840.0,128.8,184926.0,214849.6,280,222392.8,15960,0,147005.6,280000.0,Salary,450690.8,Insurance,Positive,20104.0,Low,0.0,0
2020-06-24,379400,1167530.0,858026.4,109.2,920998.4,normal,184240.0,67.2,177433.2,212615.2,2240,291216.8,16800,0,107534.0,852723.2000000001,Salary,435694.0,Insurance,Positive,12992.0,Medium,309503.6,0
2020-07-24,326480,1163285.2,859692.4,103.6,887216.4,inflation,190960.0,98.0,177741.19999999998,133193.2,2520,202596.8,14840,0,157785.6,643423.2000000001,Mixed,622384.0,Investments,Positive,26208.0,High,303592.8,0
2020-08-23,474320,1548677.2,278938.8,72.8,468717.2,inflation,187040.0,28.0,157861.19999999998,167190.80000000002,1680,365234.80000000005,14000,0,122480.40000000001,528441.2,Salary,349846.0,Utilities,Neutral,19516.0,High,1269738.4,280
2020-09-22,344400,629720.0,1234517.2,28.0,974391.6,inflation,190680.0,98.0,233175.6,87438.4,1120,413187.60000000003,20440,0,63459.2,433216.0,Salary,386568.0,Investments,Positive,2688.0,Low,0.0,0
2020-10-22,365680,1150259.5999999999,725533.2000000001,56.0,1092086.8,recession,187040.0,28.0,83487.6,11569.6,560,187563.6,21280,0,112053.2,604172.8,Salary,415744.0,Transportation,Positive,8064.0,Medium,424726.4,0
2020-11-21,519680,918895.6,822435.6,25.2,833126.0,normal,173880.0,61.6,25726.399999999998,175151.19999999998,1680,460000.8,24920,0,162338.4,835032.8,Salary,306322.8,Dining Out,Positive,11396.0,Low,96460.0,0
2020-12-21,366800,1019816.0,524297.2,70.0,552174.0,normal,201880.0,44.800000000000004,219091.6,118515.59999999999,560,319155.19999999995,14000,0,114374.40000000001,644929.6000000001,Salary,431256.0,Insurance,Neutral,1260.0,Low,495518.8,0
2021-01-20,372960,969754.7999999999,916143.2000000001,22.400000000000002,768132.4,normal,169120.0,44.800000000000004,116270.0,111050.8,1400,410048.8,12600,0,62120.8,530625.2,Salary,443842.0,Healthcare,Neutral,25704.0,High,53611.6,0
2021-02-19,299880,1287778.8,997939.6000000001,84.0,987845.6,inflation,183960.0,103.6,107976.4,206152.8,1680,141108.8,5880,0,169741.6,646035.6,Salary,406450.8,Utilities,Positive,17192.0,Low,289839.2,0
2021-03-21,383880,945229.6000000001,735646.7999999999,19.6,952730.8,normal,185080.0,64.4,247884.0,162408.4,560,149046.8,24360,280,128578.79999999999,746278.4,Salary,365789.2,Insurance,Negative,6580.0,Medium,209582.8,0
2021-04-20,542640,1126683.5999999999,380889.6,47.6,940144.7999999999,recession,207200.0,58.8,131782.0,0.0,1960,565048.4,21560,0,232453.2,742338.8,Salary,238448.0,Healthcare,Positive,24360.0,Low,745794.0,0
2021-05-20,352800,1393285.6,1092767.2,75.60000000000001,663751.2,normal,149800.0,120.39999999999999,322523.6,89185.59999999999,1400,165939.19999999998,16240,0,97148.79999999999,620152.4,Salary,228284.0,Insurance,Positive,26180.0,Low,300518.39999999997,0
2021-06-19,357560,1084773.2,748692.0,16.8,884853.2000000001,inflation,198520.0,117.6,100772.0,0.0,2520,53897.200000000004,5880,0,231476.0,591164.0,Salary,347015.19999999995,Utilities,Positive,6300.0,Medium,336081.2,0
2021-07-19,404880,991096.4,333846.8,19.6,715355.2000000001,normal,204680.0,112.0,190615.6,36534.399999999994,840,84926.8,25480,0,179628.4,404933.2,Freelance,355373.2,Transportation,Negative,9520.0,Low,657249.6000000001,0
2021-08-18,536760,793038.4,1320704.0,109.2,759371.2,normal,181440.0,64.4,96885.59999999999,134358.0,280,326334.4,19040,0,109348.4,654329.2,Salary,330162.0,Insurance,Negative,17724.0,Medium,0.0,0
2021-09-17,338520,967864.7999999999,814914.7999999999,84.0,968226.0,normal,171080.0,134.4,137967.2,62395.200000000004,1960,165762.8,19040,0,120254.40000000001,572602.8,Salary,187600.0,Groceries,Neutral,2996.0,Low,152950.0,0
2021-10-17,530880,827380.3999999999,1403245.2,53.2,989301.6,inflation,194880.0,98.0,90734.0,170301.6,280,268713.2,19320,0,144670.4,756327.6,Salary,532747.6,Rent,Neutral,280.0,High,0.0,0
2021-11-16,373800,1224854.4,1317150.7999999998,56.0,722694.0,normal,186480.0,78.4,221656.4,77103.6,2520,152059.6,14280,0,45757.6,582195.6,Freelance,385044.80000000005,Dining Out,Positive,13440.0,High,0.0,0
2021-12-16,449120,892074.4,481950.0,42.0,601507.2,normal,171640.0,89.60000000000001,118006.0,112932.4,280,268576.0,15680,0,126904.40000000001,403463.2,Salary,227460.80000000002,Insurance,Positive,27692.0,Low,410124.4,0
2022-01-15,530600,882131.6,772707.6,14.0,759281.6,inflation,210840.0,44.800000000000004,150782.8,117084.8,1680,192992.8,14560,0,209510.0,387590.0,Salary,308425.6,Transportation,Neutral,2464.0,Low,109424.0,0
2022-02-14,465360,1063176.8,781956.0,103.6,687064.0,inflation,193200.0,95.2,104294.40000000001,7117.6,280,446076.4,17640,0,257647.59999999998,686722.4,Salary,386492.39999999997,Dining Out,Positive,27356.0,Low,281220.8,0
2022-03-16,409080,882809.2,528102.4,36.4,933640.3999999999,inflation,211120.0,151.20000000000002,203932.40000000002,91084.0,2520,276791.2,17080,0,92232.0,378123.2,Salary,179930.80000000002,Insurance,Positive,16128.0,Low,354706.8,0
2022-04-15,348040,1387044.4,843665.2000000001,86.8,820363.6,inflation,182280.0,156.8,310872.8,145908.0,2520,412174.0,24640,0,144908.4,435094.80000000005,Salary,155965.6,Dining Out,Negative,12740.0,Medium,543379.2000000001,0
2022-05-15,530320,1483854.4,689007.2,95.2,942799.2,recession,178080.0,70.0,138924.80000000002,74020.8,1120,82745.59999999999,13720,0,142338.0,715831.2,Salary,358934.80000000005,Groceries,Neutral,10668.0,Low,794847.2,0
2022-06-14,404880,914550.0,386492.39999999997,64.4,703357.2,normal,198240.0,53.2,46090.8,130043.2,1960,303828.0,27160,0,114234.40000000001,743769.6000000001,Salary,201675.6,Groceries,Positive,27860.0,High,528057.6,0
2022-07-14,511560,1065425.2,573064.8,106.4,813596.0,normal,207480.0,75.60000000000001,65060.8,85895.59999999999,2240,274624.0,21000,0,141416.8,744108.4,Salary,229264.0,Entertainment,Positive,21336.0,Low,492360.4,0
2022-08-13,297640,1314658.8,1267400.4000000001,56.0,625220.3999999999,normal,208880.0,145.6,41893.6,312009.6,280,328734.0,24080,0,201950.0,443822.39999999997,Salary,357725.19999999995,Investments,Positive,1232.0,Medium,47258.4,0
2022-09-12,442120,857525.2000000001,664770.3999999999,103.6,760306.4,normal,193480.0,78.4,137883.2,87508.4,1680,546772.8,13720,0,223944.0,624783.6,Freelance,289623.6,Investments,Neutral,9324.0,Medium,192754.8,0
2022-10-12,522480,719006.4,731276.0,61.6,954276.4,normal,185640.0,114.8,141517.6,0.0,280,111269.2,8960,0,111823.6,535721.2,Freelance,519710.8,Investments,Positive,1372.0,High,0.0,0
2022-11-11,486360,997962.0,662191.6,72.8,796966.7999999999,inflation,199080.0,39.2,152348.0,13456.800000000001,1120,111300.0,19040,0,80021.20000000001,675609.2,Salary,260666.0,Insurance,Negative,14868.0,Medium,335770.4,0
2022-12-11,383600,845124.0,796289.2,50.4,676762.8,normal,177800.0,100.8,202389.6,122701.6,840,279266.4,19880,0,192525.2,704107.6,Freelance,429856.0,Utilities,Positive,1988.0,High,48834.799999999996,0
2023-01-10,505960,1228060.4000000001,685025.6,103.6,733168.8,normal,201040.0,53.2,170464.0,69792.8,2520,314157.2,8680,0,109090.8,692566.0,Salary,365979.6,Education,Positive,14000.0,High,543034.8,0
2023-02-09,339920,942303.6,1234763.5999999999,78.4,609991.2,normal,191240.0,61.6,175498.4,197719.19999999998,1960,283948.0,15120,0,88264.40000000001,763268.8,Mixed,407565.19999999995,Entertainment,Negative,14616.0,Low,0.0,0
2023-03-11,315840,1343434.4,1076476.8,84.0,963628.4,normal,191800.0,50.4,172443.6,92873.2,1680,186452.0,23240,0,219486.4,695576.0,Salary,344873.2,Dining Out,Positive,24948.0,Low,266957.6,0
2023-04-10,293440,1103233.5999999999,841629.6000000001,81.19999999999999,829726.7999999999,normal,186200.0,103.6,105324.8,64724.799999999996,1680,196089.6,12880,0,97235.59999999999,585079.6000000001,Freelance,572317.2,Transportation,Positive,15232.0,Medium,261604.0,0
2023-05-10,406840,1281330.4000000001,690090.8,39.2,845972.4,recession,210280.0,156.8,153160.0,146776.0,560,390364.80000000005,10080,0,147453.6,481516.0,Freelance,117297.6,Transportation,Positive,3388.0,High,591239.6000000001,0
2023-06-09,388080,1431102.4,1008380.8,33.6,752004.4,inflation,195440.0,58.8,73066.0,77924.0,840,284564.0,12600,0,237596.8,585608.8,Salary,184965.2,Education,Neutral,4368.0,Medium,422721.60000000003,0
2023-07-09,549360,1544146.8,731931.2,22.400000000000002,912707.6,normal,196840.0,30.8,226760.80000000002,8022.0,840,300930.0,22680,0,126168.0,716671.2,Freelance,387920.4,Rent,Positive,16324.0,Low,812215.6,0
2023-08-08,476280,1046603.6,895960.8,86.8,423701.60000000003,normal,181160.0,50.4,96782.0,177394.0,1120,395987.2,20720,0,171141.6,757859.2,Salary,385873.6,Insurance,Positive,7112.0,Low,150642.8,0
